SNV;Index;BR;UF;initial(km);final(km);Extension(km);LOTE;Address_of_SNV_in_network
101SE000843;4331;101;SE;0.84;1.13;0.29;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1217_101SE000843
101SE001132;4332;101;SE;1.13;3.65;2.52;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1218_101SE001132
101SE003649;4333;101;SE;3.65;9.05;5.40;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1219_101SE003649
101SE009053;4334;101;SE;9.05;13.67;4.61;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1220_101SE009053
101SE013666;4335;101;SE;13.67;18.89;5.22;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1221_101SE013666
101SE018890;4336;101;SE;18.89;23.68;4.79;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1222_101SE018890
101SE023684;4337;101;SE;23.68;24.67;0.98;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1223_101SE023684
101SE024667;4338;101;SE;24.67;34.85;10.19;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1224_101SE024667
101SE034854;4339;101;SE;34.85;43.46;8.61;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1225_101SE034854
101SE043460;4340;101;SE;43.46;48.04;4.58;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1226_101SE043460
101SE048044;4341;101;SE;48.04;49.31;1.26;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1227_101SE048044
101SE049305;4342;101;SE;49.31;55.02;5.72;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1228_101SE049305
101SE055020;4289;101;SE;55.02;59.34;4.32;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1175_101SE055020
101SE059339;4299;101;SE;59.34;63.66;4.32;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1185_101SE059339
101SE063658;4300;101;SE;63.66;68.81;5.15;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1186_101SE063658
101SE068811;4301;101;SE;68.81;69.94;1.13;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1187_101SE068811
101SE069936;4302;101;SE;69.94;78.08;8.14;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1188_101SE069936
101SE078078;4303;101;SE;78.08;82.04;3.96;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1189_101SE078078
101SE082037;4304;101;SE;82.04;86.05;4.02;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1190_101SE082037
101SE082076;4276;101;SE;82.08;78.11;3.97;2;\Videos\Recebidos\2020\Lote2\1206\13_12_2020\1162_101SE082076
101SE086052;4305;101;SE;86.05;89.92;3.87;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1191_101SE086052
101SE086071;4277;101;SE;86.07;82.08;4.00;2;\Videos\Recebidos\2020\Lote2\1206\13_12_2020\1163_101SE086071
101SE089918;4306;101;SE;89.92;92.00;2.08;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1192_101SE089918
101SE089928;4278;101;SE;89.93;86.07;3.86;2;\Videos\Recebidos\2020\Lote2\1206\13_12_2020\1164_101SE089928
101SE091998;4307;101;SE;92.00;103.79;11.79;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1193_101SE091998
101SE092029;4279;101;SE;92.03;89.93;2.10;2;\Videos\Recebidos\2020\Lote2\1206\13_12_2020\1165_101SE092029
101SE103785;4308;101;SE;103.79;108.80;5.02;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1194_101SE103785
101SE103806;4323;101;SE;103.81;92.03;11.78;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1209_101SE103806
101SE108803;4309;101;SE;108.80;115.11;6.31;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1195_101SE108803
101SE108804;4324;101;SE;108.80;103.81;5.00;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1210_101SE108804
101SE115110;4310;101;SE;115.11;119.01;3.90;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1196_101SE115110
101SE115117;4325;101;SE;115.12;108.80;6.31;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1211_101SE115117
101SE119010;4311;101;SE;119.01;124.40;5.39;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1197_101SE119010
101SE119011;4326;101;SE;119.01;115.12;3.89;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1212_101SE119011
101SE124398;4312;101;SE;124.40;141.96;17.56;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1198_101SE124398
101SE124419;4327;101;SE;124.42;119.01;5.41;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1213_101SE124419
101SE141955;4328;101;SE;141.96;124.42;17.54;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1214_101SE141955
101SE141958;4313;101;SE;141.96;149.02;7.06;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1199_101SE141958
101SE149015;4329;101;SE;149.02;141.96;7.06;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1215_101SE149015
101SE149015;4314;101;SE;149.02;151.73;2.71;2;\Videos\Recebidos\2020\Lote2\1206\15_12_2020\1200_101SE149015
101SE151725;4076;101;SE;151.73;154.52;2.80;2;\Videos\Recebidos\2020\Lote2\1207\11_01_2021\1377_101SE151725
101SE154521;4077;101;SE;154.52;175.16;20.63;2;\Videos\Recebidos\2020\Lote2\1207\11_01_2021\1378_101SE154521
101SE175155;4078;101;SE;175.16;183.87;8.72;2;\Videos\Recebidos\2020\Lote2\1207\11_01_2021\1379_101SE175155
101SE183873;4079;101;SE;183.87;201.92;18.05;2;\Videos\Recebidos\2020\Lote2\1207\11_01_2021\1380_101SE183873
101SE201923;4080;101;SE;201.92;207.22;5.30;2;\Videos\Recebidos\2020\Lote2\1207\11_01_2021\1381_101SE201923
104AL000000;4464;104;AL;0.00;8.91;8.91;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1350_104AL000000
104AL008909;4465;104;AL;8.91;16.55;7.64;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1351_104AL008909
104AL016548;4466;104;AL;16.55;35.88;19.33;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1352_104AL016548
104AL035876;4467;104;AL;35.88;46.32;10.44;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1353_104AL035876
104AL046316;4468;104;AL;46.32;59.16;12.84;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1354_104AL046316
104AL059160;4469;104;AL;59.16;74.57;15.41;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1355_104AL059160
104AL083178;4470;104;AL;83.18;92.04;8.86;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1356_104AL083178
104AL092042;4472;104;AL;92.04;83.18;8.86;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1360_104AL092042
104AL092042;4662;104;AL;92.04;94.57;2.53;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1357_104AL092042
104AL094567;4473;104;AL;94.57;92.04;2.53;2;\Videos\Recebidos\2020\Lote2\1206\21_12_2020\1361_104AL094567
230PB288867;4237;230;PB;288.87;291.46;2.59;2;\Videos\Recebidos\2020\Lote2\1206\11_12_2020\1123_230PB288867
230PB513038;4254;230;PB;513.04;515.96;2.92;2;\Videos\Recebidos\2020\Lote2\1206\12_12_2020\1140_230PB513038
104PB127153;4354;104;PB;127.15;130.43;3.28;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1240_104PB127153
434PB000000;4653;434;PB;0.00;3.31;3.31;2;\Videos\Recebidos\2020\Lote2\1206\12_12_2020\1142_434PB000000
230PB000000;4228;230;PB;0.00;3.36;3.36;2;\Videos\Recebidos\2020\Lote2\1206\11_12_2020\1114_230PB000000
230PB500224;4252;230;PB;500.22;503.65;3.43;2;\Videos\Recebidos\2020\Lote2\1206\12_12_2020\1138_230PB500224
110PB091216;4296;110;PB;91.22;94.81;3.59;2;\Videos\Recebidos\2020\Lote2\1206\14_12_2020\1182_110PB091216
101PB088400;4393;101;PB;88.40;92.41;4.01;2;\Videos\Recebidos\2020\Lote2\1206\18_12_2020\1279_101PB088400
101PB092409;4398;101;PB;92.41;88.39;4.02;2;\Videos\Recebidos\2020\Lote2\1206\18_12_2020\1284_101PB092409
230PB327920;4240;230;PB;327.92;332.23;4.31;2;\Videos\Recebidos\2020\Lote2\1206\11_12_2020\1126_230PB327920
230PB048504;4213;230;PB;48.50;52.85;4.35;2;\Videos\Recebidos\2020\Lote2\1206\10_12_2020\1099_230PB048504
230PB052968;4199;230;PB;52.97;48.35;4.62;2;\Videos\Recebidos\2020\Lote2\1206\09_12_2020\1085_230PB052968
230PB085666;4204;230;PB;85.67;81.01;4.66;2;\Videos\Recebidos\2020\Lote2\1206\09_12_2020\1090_230PB085666
361PB084265;5008;361;PB;84.27;89.07;4.81;2;\Videos\Recebidos\2020\Lote2\1206\13_12_2020\1158_361PB084265
230PB112770;4222;230;PB;112.77;117.58;4.81;2;\Videos\Recebidos\2020\Lote2\1206\10_12_2020\1108_230PB112770
230PB117200;5007;230;PB;117.20;112.36;4.84;2;\Videos\Recebidos\2020\Lote2\1206\09_12_2020\1094_230PB117200
361PB089071;5009;361;PB;89.07;93.92;4.85;2;\Videos\Recebidos\2020\Lote2\1206\13_12_2020\1159_361PB089071
104PB003120;4345;104;PB;3.12;8.03;4.91;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1231_104PB003120
230PB080982;4218;230;PB;80.98;85.97;4.99;2;\Videos\Recebidos\2020\Lote2\1206\10_12_2020\1104_230PB080982
104PE000000;4115;104;PE;0.00;11.97;11.97;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1001_104PE000000
104PE011973;4116;104;PE;11.97;19.79;7.82;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1002_104PE011973
104PE019785;4117;104;PE;19.79;30.48;10.70;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1003_104PE019785
104PE030484;4118;104;PE;30.48;31.07;0.59;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1004_104PE030484
104PE031070;4119;104;PE;31.07;43.20;12.13;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1005_104PE031070
104PE043195;4120;104;PE;43.20;62.22;19.03;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1006_104PE043195
104PE062224;4112;104;PE;62.22;43.20;19.03;2;\Videos\Recebidos\2020\Lote2\1206\04_12_2020\998_104PE062224
104PE062224;4121;104;PE;62.22;67.92;5.69;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1007_104PE062224
104PE067918;4113;104;PE;67.92;62.22;5.69;2;\Videos\Recebidos\2020\Lote2\1206\04_12_2020\999_104PE067918
104PE067918;4122;104;PE;67.92;71.49;3.57;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1008_104PE067918
104PE071488;4114;104;PE;71.49;67.92;3.57;2;\Videos\Recebidos\2020\Lote2\1206\04_12_2020\1000_104PE071488
104PE071488;4123;104;PE;71.49;85.57;14.08;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1009_104PE071488
104PE085568;4124;104;PE;85.57;88.02;2.45;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1010_104PE085568
104PE088022;4125;104;PE;88.02;106.13;18.11;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1011_104PE088022
104PE106132;4126;104;PE;106.13;115.28;9.15;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1012_104PE106132
104PE115275;4127;104;PE;115.28;134.29;19.02;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1013_104PE115275
104PE134294;4128;104;PE;134.29;138.44;4.15;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1014_104PE134294
104PE138439;4129;104;PE;138.44;146.67;8.23;2;\Videos\Recebidos\2020\Lote2\1206\05_12_2020\1015_104PE138439
104RN000000;2220;104;RN;0.00;5.34;5.34;2;\Videos\Recebidos\2020\Lote2\1203\02_09_2020\272_104RN000000
104RN077200;2218;104;RN;77.20;84.97;7.77;2;\Videos\Recebidos\2020\Lote2\1203\01_09_2020\270_104RN077200
104RN159600;2219;104;RN;159.60;186.35;26.75;2;\Videos\Recebidos\2020\Lote2\1203\01_09_2020\271_104RN159600
110AL000000;4361;110;AL;0.00;0.32;0.32;2;\Videos\Recebidos\2020\Lote2\1206\17_12_2020\1247_110AL000000
110AL000324;4362;110;AL;0.32;11.91;11.58;2;\Videos\Recebidos\2020\Lote2\1206\17_12_2020\1248_110AL000324
110AL011907;4363;110;AL;11.91;16.12;4.21;2;\Videos\Recebidos\2020\Lote2\1206\17_12_2020\1249_110AL011907
110BA000000;4995;110;BA;0.00;0.25;0.25;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\684_110BA000000
110BA000246;3192;110;BA;0.25;2.33;2.08;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\685_110BA000246
110BA002326;3193;110;BA;2.33;37.61;35.28;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\686_110BA002326
110BA037610;3194;110;BA;37.61;75.49;37.88;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\687_110BA037610
110BA075489;3195;110;BA;75.49;80.11;4.62;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\688_110BA075489
110BA080110;3196;110;BA;80.11;113.85;33.74;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\689_110BA080110
110BA113849;3197;110;BA;113.85;141.24;27.39;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\690_110BA113849
110BA141240;3198;110;BA;141.24;144.72;3.48;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\691_110BA141240
110BA144723;3199;110;BA;144.72;172.20;27.48;2;\Videos\Recebidos\2020\Lote2\1204\19_10_2020\692_110BA144723
110BA172200;3200;110;BA;172.20;202.28;30.08;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\693_110BA172200
110BA202279;3201;110;BA;202.28;221.24;18.96;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\694_110BA202279
110BA221244;3202;110;BA;221.24;241.67;20.43;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\695_110BA221244
110BA241674;3203;110;BA;241.67;249.73;8.06;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\696_110BA241674
110BA249734;3204;110;BA;249.73;279.82;30.09;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\697_110BA249734
110BA279817;3205;110;BA;279.82;282.78;2.96;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\698_110BA279817
110BA282779;3206;110;BA;282.78;291.45;8.67;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\699_110BA282779
110BA291449;4528;110;BA;291.45;310.12;18.67;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\700_110BA291449
110BA310123;3208;110;BA;310.12;328.09;17.97;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\701_110BA310123
110BA341400;3209;110;BA;341.40;345.87;4.47;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\702_110BA341400
110BA345865;3210;110;BA;345.87;368.56;22.69;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\703_110BA345865
110BA368560;3211;110;BA;368.56;372.00;3.44;2;\Videos\Recebidos\2020\Lote2\1204\20_10_2020\704_110BA368560
110BA371999;3212;110;BA;372.00;383.81;11.81;2;\Videos\Recebidos\2020\Lote2\1204\21_10_2020\705_110BA371999
110BA383806;3213;110;BA;383.81;395.23;11.42;2;\Videos\Recebidos\2020\Lote2\1204\21_10_2020\706_110BA383806
110BA395229;3214;110;BA;395.23;404.35;9.12;2;\Videos\Recebidos\2020\Lote2\1204\21_10_2020\707_110BA395229
116PB000000;4260;116;PB;0.00;5.05;5.05;2;\Videos\Recebidos\2020\Lote2\1206\12_12_2020\1146_116PB000000
104PB124400;4377;104;PB;124.40;119.28;5.12;2;\Videos\Recebidos\2020\Lote2\1206\17_12_2020\1263_104PB124400
104PB119517;4352;104;PB;119.52;124.84;5.32;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1238_104PB119517
230PB472786;4249;230;PB;472.79;478.22;5.44;2;\Videos\Recebidos\2020\Lote2\1206\12_12_2020\1135_230PB472786
101PB082859;4376;101;PB;82.86;88.47;5.61;2;\Videos\Recebidos\2020\Lote2\1206\17_12_2020\1262_101PB082859
101PB088400;4385;101;PB;88.40;82.78;5.62;2;\Videos\Recebidos\2020\Lote2\1206\17_12_2020\1271_101PB088400
230PB035800;4211;230;PB;35.80;41.52;5.72;2;\Videos\Recebidos\2020\Lote2\1206\10_12_2020\1097_230PB035800
230PB041618;4197;230;PB;41.62;35.65;5.97;2;\Videos\Recebidos\2020\Lote2\1206\09_12_2020\1083_230PB041618
101PB006322;4378;101;PB;6.32;0.33;5.99;2;\Videos\Recebidos\2020\Lote2\1206\17_12_2020\1264_101PB006322
110PE094300;3593;110;PE;94.30;147.60;53.30;2;\Videos\Recebidos\2020\Lote2\1205\24_11_2020\938_110PE094300
110PE219600;3594;110;PE;219.60;225.66;6.06;2;\Videos\Recebidos\2020\Lote2\1205\24_11_2020\939_110PE219600
110PE225661;3595;110;PE;225.66;260.68;35.02;2;\Videos\Recebidos\2020\Lote2\1205\24_11_2020\940_110PE225661
110RN000000;2082;110;RN;0.00;4.87;4.87;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\134_110RN000000
110RN004868;2083;110;RN;4.87;8.26;3.39;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\135_110RN004868
110RN008260;2084;110;RN;8.26;10.54;2.28;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\136_110RN008260
110RN010543;2085;110;RN;10.54;46.71;36.17;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\137_110RN010543
110RN046531;2086;110;RN;46.53;48.12;1.59;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\138_110RN046531
110RN048124;2087;110;RN;48.12;49.97;1.85;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\139_110RN048124
110RN049800;3950;110;RN;49.80;47.99;1.81;2;\Videos\Recebidos\2020\Lote2\1202\17_08_2020\132_110RN049800
110RN049974;4485;110;RN;49.80;50.06;0.26;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\140_110RN049974
110RN050064;4517;110;RN;50.06;50.92;0.86;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\141_110RN050064
110RN050179;4722;110;RN;50.90;50.20;0.70;2;\Videos\Recebidos\2020\Lote2\1202\17_08_2020\133_110RN050179
110RN051034;2090;110;RN;51.03;87.81;36.78;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\142_110RN051034
110RN087809;2091;110;RN;87.81;98.77;10.96;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\143_110RN087809
110RN098769;2092;110;RN;98.77;100.50;1.73;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\144_110RN098769
110RN100442;3971;110;RN;100.44;98.77;1.67;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\145_110RN100442
110RN100501;2094;110;RN;100.50;127.56;27.06;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\146_110RN100501
110RN127561;4972;110;RN;127.56;128.04;0.48;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\147_110RN127561
110RN128042;4973;110;RN;128.04;127.56;0.48;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\148_110RN128042
110RN128042;4732;110;RN;128.04;128.75;0.71;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\149_110RN128042
110RN128600;2098;110;RN;128.60;148.30;19.70;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\150_110RN128600
110RN177600;2099;110;RN;177.60;183.97;6.37;2;\Videos\Recebidos\2020\Lote2\1202\18_08_2020\151_110RN177600
116BA000000;3218;116;BA;0.00;0.52;0.52;2;\Videos\Recebidos\2020\Lote2\1204\22_10_2020\711_116BA000000
116BA000520;3219;116;BA;0.52;9.36;8.84;2;\Videos\Recebidos\2020\Lote2\1204\22_10_2020\712_116BA000520
116BA009359;4529;116;BA;9.36;47.07;37.71;2;\Videos\Recebidos\2020\Lote2\1204\22_10_2020\713_116BA009359
116BA047072;3221;116;BA;47.07;74.95;27.88;2;\Videos\Recebidos\2020\Lote2\1204\22_10_2020\714_116BA047072
116BA074954;3229;116;BA;74.95;88.06;13.11;2;\Videos\Recebidos\2020\Lote2\1204\24_10_2020\722_116BA074954
116BA088056;4700;116;BA;88.06;156.88;68.82;2;\Videos\Recebidos\2020\Lote2\1204\24_10_2020\723_116BA088056
116BA156878;3239;116;BA;156.88;214.47;57.59;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\732_116BA156878
116BA214469;3240;116;BA;214.47;218.70;4.23;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\733_116BA214469
116BA218700;3241;116;BA;218.70;221.14;2.44;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\734_116BA218700
116BA221142;4560;116;BA;221.14;218.70;2.44;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\731_116BA221142
116BA221142;3242;116;BA;221.14;236.31;15.17;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\735_116BA221142
116BA236314;3243;116;BA;236.31;279.38;43.07;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\736_116BA236314
116BA279383;3244;116;BA;279.38;311.65;32.27;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\737_116BA279383
116BA311649;3245;116;BA;311.65;323.45;11.80;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\738_116BA311649
116BA323448;3246;116;BA;323.45;340.97;17.52;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\739_116BA323448
116BA340969;3247;116;BA;340.97;359.03;18.06;2;\Videos\Recebidos\2020\Lote2\1204\25_10_2020\740_116BA340969
116BA359030;3254;116;BA;359.03;371.16;12.13;2;\Videos\Recebidos\2020\Lote2\1204\26_10_2020\747_116BA359030
116BA371162;3255;116;BA;371.16;405.13;33.97;2;\Videos\Recebidos\2020\Lote2\1204\26_10_2020\748_116BA371162
116BA405133;3256;116;BA;405.13;405.81;0.68;2;\Videos\Recebidos\2020\Lote2\1204\26_10_2020\749_116BA405133
116BA405806;3257;116;BA;405.81;424.47;18.66;2;\Videos\Recebidos\2020\Lote2\1204\26_10_2020\750_116BA405806
116BA424467;4750;116;BA;424.47;405.81;18.66;2;\Videos\Recebidos\2020\Lote2\1204\24_10_2020\724_116BA424467
116CE000000;3520;116;CE;0.00;9.24;9.24;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\865_116CE000000
116CE009220;3532;116;CE;9.22;0.00;9.22;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\877_116CE009220
116CE009240;3521;116;CE;9.24;11.54;2.30;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\866_116CE009240
116CE011530;3533;116;CE;11.53;9.22;2.31;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\878_116CE011530
116CE011535;3522;116;CE;11.54;13.95;2.41;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\867_116CE011535
116CE013949;3523;116;CE;13.95;25.64;11.69;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\868_116CE013949
116CE013975;3534;116;CE;13.98;11.53;2.45;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\879_116CE013975
116CE025634;3535;116;CE;25.63;13.98;11.66;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\880_116CE025634
116CE025638;3524;116;CE;25.64;35.64;10.01;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\869_116CE025638
116CE035638;3536;116;CE;35.64;25.63;10.00;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\881_116CE035638
116CE035643;3525;116;CE;35.64;38.14;2.50;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\870_116CE035643
116CE038138;3526;116;CE;38.14;42.45;4.31;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\871_116CE038138
116CE038163;3537;116;CE;38.16;35.64;2.53;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\882_116CE038163
116CE042417;3538;116;CE;42.42;38.16;4.25;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\883_116CE042417
116CE042447;3527;116;CE;42.45;46.45;4.00;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\872_116CE042447
116CE046402;3539;116;CE;46.40;42.42;3.99;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\884_116CE046402
116CE046447;3528;116;CE;46.45;53.86;7.41;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\873_116CE046447
116CE053857;3540;116;CE;53.86;46.40;7.46;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\885_116CE053857
116CE053857;4098;116;CE;53.86;65.61;11.75;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\874_116CE053857
116CE066200;3542;116;CE;66.20;71.12;4.92;2;\Videos\Recebidos\2020\Lote2\1205\14_11_2020\887_116CE066200
116CE071120;3543;116;CE;71.12;95.11;23.99;2;\Videos\Recebidos\2020\Lote2\1205\14_11_2020\888_116CE071120
116CE095110;3544;116;CE;95.11;114.61;19.50;2;\Videos\Recebidos\2020\Lote2\1205\14_11_2020\889_116CE095110
116CE114614;3545;116;CE;114.61;141.73;27.12;2;\Videos\Recebidos\2020\Lote2\1205\14_11_2020\890_116CE114614
116CE141732;3546;116;CE;141.73;144.47;2.74;2;\Videos\Recebidos\2020\Lote2\1205\14_11_2020\891_116CE141732
116CE144472;3547;116;CE;144.47;150.89;6.42;2;\Videos\Recebidos\2020\Lote2\1205\14_11_2020\892_116CE144472
116CE150892;3548;116;CE;150.89;161.83;10.94;2;\Videos\Recebidos\2020\Lote2\1205\14_11_2020\893_116CE150892
116CE161831;4070;116;CE;161.83;190.06;28.23;2;\Videos\Recebidos\2020\Lote2\1207\08_01_2021\1370_116CE161831
116CE190059;4071;116;CE;190.06;194.05;3.99;2;\Videos\Recebidos\2020\Lote2\1207\08_01_2021\1371_116CE190059
116CE194045;4072;116;CE;194.05;206.63;12.58;2;\Videos\Recebidos\2020\Lote2\1207\08_01_2021\1372_116CE194045
116CE206627;4572;116;CE;206.63;214.63;8.00;2;\Videos\Recebidos\2020\Lote2\1207\08_01_2021\1373_116CE206627
116CE214627;4073;116;CE;214.63;227.14;12.51;2;\Videos\Recebidos\2020\Lote2\1207\08_01_2021\1374_116CE214627
116CE227057;3549;116;CE;227.06;248.38;21.32;2;\Videos\Recebidos\2020\Lote2\1205\15_11_2020\894_116CE227057
116CE248381;3557;116;CE;248.38;287.14;38.76;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\902_116CE248381
116CE287138;3558;116;CE;287.14;309.51;22.37;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\903_116CE287138
116CE309507;3559;116;CE;309.51;318.90;9.39;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\904_116CE309507
116CE318901;3560;116;CE;318.90;375.70;56.80;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\905_116CE318901
116CE375697;3561;116;CE;375.70;404.55;28.85;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\906_116CE375697
116CE404545;3562;116;CE;404.55;415.47;10.92;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\907_116CE404545
