SNV;Index;BR;UF;initial(km);final(km);Extension(km);LOTE;Address_of_SNV_in_network
116CE415469;3563;116;CE;415.47;424.16;8.70;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\908_116CE415469
116CE424164;3564;116;CE;424.16;428.37;4.21;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\909_116CE424164
116CE428373;3565;116;CE;428.37;434.81;6.44;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\910_116CE428373
116CE434808;3566;116;CE;434.81;438.01;3.20;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\911_116CE434808
116CE438009;3567;116;CE;438.01;455.93;17.92;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\912_116CE438009
116CE455928;3568;116;CE;455.93;477.03;21.10;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\913_116CE455928
116CE477026;3569;116;CE;477.03;481.75;4.72;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\914_116CE477026
116CE481746;3570;116;CE;481.75;492.28;10.53;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\915_116CE481746
116CE492280;3571;116;CE;492.28;502.97;10.69;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\916_116CE492280
116CE502969;3572;116;CE;502.97;508.81;5.84;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\917_116CE502969
116CE508809;3573;116;CE;508.81;527.52;18.71;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\918_116CE508809
116CE528137;4741;116;CE;528.14;546.14;18.00;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\919_116CE528137
116CE546141;4742;116;CE;546.14;549.85;3.71;2;\Videos\Recebidos\2020\Lote2\1205\16_11_2020\920_116CE546141
101PB000000;4369;101;PB;0.00;6.01;6.01;2;\Videos\Recebidos\2020\Lote2\1206\17_12_2020\1255_101PB000000
104PB112914;4351;104;PB;112.91;119.52;6.60;2;\Videos\Recebidos\2020\Lote2\1206\16_12_2020\1237_104PB112914
116PE000000;5006;116;PE;0.00;0.13;0.13;2;\Videos\Recebidos\2020\Lote2\1205\29_11_2020\965_116PE000000
116PE000130;4715;116;PE;0.13;25.69;25.56;2;\Videos\Recebidos\2020\Lote2\1205\29_11_2020\966_116PE000130
116PE025686;3622;116;PE;25.69;43.50;17.81;2;\Videos\Recebidos\2020\Lote2\1205\29_11_2020\967_116PE025686
116PE043496;4716;116;PE;43.50;82.67;39.18;2;\Videos\Recebidos\2020\Lote2\1205\29_11_2020\968_116PE043496
116PE082673;3624;116;PE;82.67;91.63;8.96;2;\Videos\Recebidos\2020\Lote2\1205\29_11_2020\969_116PE082673
122BA000000;3169;122;BA;0.00;1.78;1.78;2;\Videos\Recebidos\2020\Lote2\1204\14_10_2020\662_122BA000000
122BA001776;3170;122;BA;1.78;4.50;2.72;2;\Videos\Recebidos\2020\Lote2\1204\14_10_2020\663_122BA001776
122BA004502;3171;122;BA;4.50;5.13;0.63;2;\Videos\Recebidos\2020\Lote2\1204\14_10_2020\664_122BA004502
122BA189700;2373;122;BA;189.70;222.71;33.01;2;\Videos\Recebidos\2020\Lote2\1203\27_09_2020\425_122BA189700
122BA445000;851;122;BA;445.00;465.13;20.13;2;\Videos\Recebidos\2020\Lote2\1201\12_07_2020\35_122BA445000
122BA465129;852;122;BA;465.13;483.49;18.36;2;\Videos\Recebidos\2020\Lote2\1201\12_07_2020\36_122BA465129
122BA483485;853;122;BA;483.49;505.75;22.26;2;\Videos\Recebidos\2020\Lote2\1201\12_07_2020\37_122BA483485
122BA505748;854;122;BA;505.75;518.54;12.79;2;\Videos\Recebidos\2020\Lote2\1201\12_07_2020\38_122BA505748
122BA785000;2214;122;BA;785.00;804.42;19.42;2;\Videos\Recebidos\2020\Lote2\1203\02_08_2020\266_122BA785000
122BA804421;2215;122;BA;804.42;820.59;16.17;2;\Videos\Recebidos\2020\Lote2\1203\02_08_2020\267_122BA804421
122BA820587;2216;122;BA;820.59;852.95;32.36;2;\Videos\Recebidos\2020\Lote2\1203\02_08_2020\268_122BA820587
122BA852950;2217;122;BA;852.95;867.09;14.14;2;\Videos\Recebidos\2020\Lote2\1203\02_08_2020\269_122BA852950
122CE000005;2303;122;CE;5.00;27.64;22.64;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\355_122CE000005
122CE027638;2304;122;CE;27.64;36.88;9.24;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\356_122CE027638
122CE036878;2305;122;CE;36.88;52.57;15.69;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\357_122CE036878
122CE052566;2306;122;CE;52.57;96.57;44.00;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\358_122CE052566
122CE096567;4006;122;CE;96.57;98.27;1.70;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\359_122CE096567
122CE098272;2308;122;CE;98.27;104.14;5.87;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\360_122CE098272
122CE104136;2309;122;CE;104.14;113.53;9.39;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\361_122CE104136
122CE113525;2310;122;CE;113.53;154.71;41.18;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\362_122CE113525
122CE154712;2311;122;CE;154.71;155.39;0.68;2;\Videos\Recebidos\2020\Lote2\1203\10_09_2020\363_122CE154712
122PE255600;3598;122;PE;255.60;308.86;53.26;2;\Videos\Recebidos\2020\Lote2\1205\25_11_2020\943_122PE255600
122PE308856;3599;122;PE;308.86;312.03;3.17;2;\Videos\Recebidos\2020\Lote2\1205\25_11_2020\944_122PE308856
122PE312027;3600;122;PE;312.03;312.86;0.84;2;\Videos\Recebidos\2020\Lote2\1205\25_11_2020\945_122PE312027
135BA000000;3942;135;BA;0.00;1.24;1.24;2;\Videos\Recebidos\2020\Lote2\1201\25_07_2020\76_135BA000000
135BA000000;4482;135;BA;0.00;10.35;10.35;2;\Videos\Recebidos\2020\Lote2\1202\25_07_2020\88_135BA000000
135BA010352;893;135;BA;10.35;25.65;15.30;2;\Videos\Recebidos\2020\Lote2\1201\25_07_2020\77_135BA010352
135BA025648;4721;135;BA;25.65;77.50;51.85;2;\Videos\Recebidos\2020\Lote2\1201\25_07_2020\78_135BA025648
135BA177100;895;135;BA;177.10;179.84;2.74;2;\Videos\Recebidos\2020\Lote2\1201\26_07_2020\79_135BA177100
135BA179843;896;135;BA;179.84;205.95;26.11;2;\Videos\Recebidos\2020\Lote2\1201\27_07_2020\80_135BA179843
135BA228000;897;135;BA;228.00;306.86;78.86;2;\Videos\Recebidos\2020\Lote2\1201\27_07_2020\81_135BA228000
135BA306859;4969;135;BA;306.86;307.03;0.17;2;\Videos\Recebidos\2020\Lote2\1201\27_07_2020\82_135BA306859
135BA307448;899;135;BA;307.45;320.12;12.67;2;\Videos\Recebidos\2020\Lote2\1201\27_07_2020\83_135BA307448
135BA321551;900;135;BA;321.55;323.71;2.16;2;\Videos\Recebidos\2020\Lote2\1201\27_07_2020\84_135BA321551
135BA326283;901;135;BA;326.28;340.89;14.61;2;\Videos\Recebidos\2020\Lote2\1201\28_07_2020\85_135BA326283
135BA344800;902;135;BA;344.80;348.76;3.96;2;\Videos\Recebidos\2020\Lote2\1201\28_07_2020\86_135BA344800
135BA381500;903;135;BA;381.50;402.74;21.24;2;\Videos\Recebidos\2020\Lote2\1201\29_07_2020\87_135BA381500
135BA402740;4604;135;BA;402.74;407.15;4.41;2;\Videos\Recebidos\2020\Lote2\1203\23_09_2020\410_135BA402740
135BA407152;4605;135;BA;407.15;448.48;41.33;2;\Videos\Recebidos\2020\Lote2\1203\23_09_2020\411_135BA407152
135MA000000;3443;135;MA;0.00;7.60;7.60;2;\Videos\Recebidos\2020\Lote2\1205\02_11_2020\788_135MA000000
135MA000000;3440;135;MA;0.00;15.23;15.23;2;\Videos\Recebidos\2020\Lote2\1205\02_11_2020\785_135MA000000
135MA007600;3444;135;MA;7.60;12.43;4.83;2;\Videos\Recebidos\2020\Lote2\1205\02_11_2020\789_135MA007600
135MA007642;4062;135;MA;7.64;0.04;7.60;2;\Videos\Recebidos\2020\Lote2\1207\03_11_2020\1362_135MA007642
135MA012430;3445;135;MA;12.43;24.43;12.00;2;\Videos\Recebidos\2020\Lote2\1205\02_11_2020\790_135MA012430
135MA012515;4063;135;MA;12.52;7.64;4.87;2;\Videos\Recebidos\2020\Lote2\1207\03_11_2020\1363_135MA012515
135MA015230;4710;135;MA;15.23;0.00;15.23;2;\Videos\Recebidos\2020\Lote2\1205\02_11_2020\791_135MA015230
135MA015233;3441;135;MA;15.23;19.46;4.23;2;\Videos\Recebidos\2020\Lote2\1205\02_11_2020\786_135MA015233
135MA019464;3442;135;MA;19.46;23.80;4.34;2;\Videos\Recebidos\2020\Lote2\1205\02_11_2020\787_135MA019464
135MA023799;4097;135;MA;23.80;19.46;4.34;2;\Videos\Recebidos\2020\Lote2\1205\02_11_2020\792_135MA023799
135MA024429;3448;135;MA;24.43;24.89;0.46;2;\Videos\Recebidos\2020\Lote2\1205\03_11_2020\793_135MA024429
135MA024495;4064;135;MA;24.50;12.52;11.98;2;\Videos\Recebidos\2020\Lote2\1207\03_11_2020\1364_135MA024495
135MA024889;3449;135;MA;24.89;51.10;26.21;2;\Videos\Recebidos\2020\Lote2\1205\03_11_2020\794_135MA024889
135MA024955;4065;135;MA;24.96;24.50;0.46;2;\Videos\Recebidos\2020\Lote2\1207\03_11_2020\1365_135MA024955
135MA051098;4066;135;MA;51.10;24.96;26.14;2;\Videos\Recebidos\2020\Lote2\1207\03_11_2020\1366_135MA051098
135MA051098;3450;135;MA;51.10;69.48;18.38;2;\Videos\Recebidos\2020\Lote2\1205\03_11_2020\795_135MA051098
135MA069481;3451;135;MA;69.48;70.67;1.18;2;\Videos\Recebidos\2020\Lote2\1205\03_11_2020\796_135MA069481
135MA070665;4709;135;MA;70.67;69.47;1.20;2;\Videos\Recebidos\2020\Lote2\1205\01_11_2020\784_135MA070665
135MA070665;3452;135;MA;70.67;95.84;25.17;2;\Videos\Recebidos\2020\Lote2\1205\03_11_2020\797_135MA070665
135MA095839;3453;135;MA;95.84;104.44;8.60;2;\Videos\Recebidos\2020\Lote2\1205\04_11_2020\798_135MA095839
135MA104439;3454;135;MA;104.44;127.66;23.22;2;\Videos\Recebidos\2020\Lote2\1205\04_11_2020\799_135MA104439
135MA127662;3455;135;MA;127.66;134.55;6.89;2;\Videos\Recebidos\2020\Lote2\1205\04_11_2020\800_135MA127662
135MA134551;3456;135;MA;134.55;179.25;44.70;2;\Videos\Recebidos\2020\Lote2\1205\04_11_2020\801_135MA134551
135MA179249;3457;135;MA;179.25;200.10;20.85;2;\Videos\Recebidos\2020\Lote2\1205\04_11_2020\802_135MA179249
135MA200097;3458;135;MA;200.10;225.22;25.12;2;\Videos\Recebidos\2020\Lote2\1205\04_11_2020\803_135MA200097
135MA225220;3459;135;MA;225.22;235.61;10.39;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\804_135MA225220
135MA235614;3460;135;MA;235.61;292.29;56.68;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\805_135MA235614
135MA292294;3461;135;MA;292.29;311.04;18.74;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\806_135MA292294
135MA311038;3462;135;MA;311.04;324.29;13.25;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\807_135MA311038
135MA324287;3463;135;MA;324.29;340.47;16.18;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\808_135MA324287
135MA340469;3464;135;MA;340.47;342.74;2.28;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\809_135MA340469
135MA342744;3472;135;MA;342.74;340.47;2.28;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\817_135MA342744
135MA342744;3465;135;MA;342.74;360.41;17.67;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\810_135MA342744
135MA360414;3466;135;MA;360.41;377.03;16.62;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\811_135MA360414
135MA377032;3467;135;MA;377.03;392.66;15.62;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\812_135MA377032
135MA392655;3468;135;MA;392.66;412.74;20.08;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\813_135MA392655
135MA412738;3469;135;MA;412.74;432.60;19.86;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\814_135MA412738
135MA432601;3470;135;MA;432.60;433.69;1.08;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\815_135MA432601
135MA433685;3473;135;MA;433.69;432.60;1.09;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\818_135MA433685
135MA433685;3471;135;MA;433.69;478.86;45.17;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\816_135MA433685
135MA478859;4711;135;MA;478.86;498.18;19.32;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\821_135MA478859
135MA498176;3477;135;MA;498.18;498.95;0.78;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\822_135MA498176
135MA498951;3474;135;MA;498.95;498.18;0.78;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\819_135MA498951
135MA498951;5002;135;MA;498.95;499.35;0.40;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\823_135MA498951
135MA499351;5003;135;MA;499.35;500.05;0.70;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\824_135MA499351
135MA500051;5001;135;MA;500.05;499.35;0.70;2;\Videos\Recebidos\2020\Lote2\1205\05_11_2020\820_135MA500051
135MA500051;3480;135;MA;500.05;516.24;16.19;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\825_135MA500051
135MA516244;3481;135;MA;516.24;535.29;19.05;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\826_135MA516244
135MA535289;3482;135;MA;535.29;536.08;0.79;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\827_135MA535289
135MA536059;3490;135;MA;536.06;535.29;0.77;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\835_135MA536059
135MA536078;3483;135;MA;536.08;538.60;2.53;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\828_135MA536078
135MA538603;3491;135;MA;538.60;536.06;2.54;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\836_135MA538603
135MA538603;3484;135;MA;538.60;573.70;35.10;2;\Videos\Recebidos\2020\Lote2\1205\06_11_2020\829_135MA538603
135PI038800;3053;135;PI;38.80;39.97;1.17;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\546_135PI038800
135PI039974;4992;135;PI;39.97;40.24;0.27;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\547_135PI039974
135PI040244;3055;135;PI;40.24;40.47;0.23;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\548_135PI040244
135PI040254;4682;135;PI;40.25;39.97;0.28;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\559_135PI040254
135PI040474;4993;135;PI;40.47;40.61;0.14;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\549_135PI040474
135PI040609;4683;135;PI;40.61;40.47;0.14;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\560_135PI040609
135PI040609;3057;135;PI;40.61;76.81;36.20;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\550_135PI040609
135PI076813;3058;135;PI;76.81;88.05;11.24;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\551_135PI076813
135PI088052;3059;135;PI;88.05;119.62;31.57;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\552_135PI088052
135PI119620;3060;135;PI;119.62;121.50;1.88;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\553_135PI119620
135PI121500;3061;135;PI;121.50;125.36;3.86;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\554_135PI121500
135PI125360;3062;135;PI;125.36;176.33;50.97;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\555_135PI125360
135PI176326;3063;135;PI;176.33;196.37;20.04;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\556_135PI176326
135PI196372;3064;135;PI;196.37;210.39;14.02;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\557_135PI196372
135PI210388;3065;135;PI;210.39;227.37;16.98;2;\Videos\Recebidos\2020\Lote2\1204\03_10_2020\558_135PI210388
135PI227373;3073;135;PI;227.37;258.91;31.54;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\566_135PI227373
135PI258906;3074;135;PI;258.91;295.71;36.80;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\567_135PI258906
135PI295709;3075;135;PI;295.71;312.39;16.68;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\568_135PI295709
135PI312393;3076;135;PI;312.39;317.44;5.05;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\569_135PI312393
135PI317435;3077;135;PI;317.44;323.39;5.95;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\570_135PI317435
135PI323392;3078;135;PI;323.39;353.22;29.83;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\571_135PI323392
135PI353224;3079;135;PI;353.22;408.47;55.25;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\572_135PI353224
135PI408471;4089;135;PI;408.47;503.19;94.72;2;\Videos\Recebidos\2020\Lote2\1207\16_01_2021\1389_135PI408471
135PI503187;4090;135;PI;503.19;505.92;2.74;2;\Videos\Recebidos\2020\Lote2\1207\16_01_2021\1390_135PI503187
135PI505923;3081;135;PI;505.92;516.04;10.12;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\574_135PI505923
135PI516038;3082;135;PI;516.04;535.71;19.67;2;\Videos\Recebidos\2020\Lote2\1204\04_10_2020\575_135PI516038
135PI535707;3083;135;PI;535.71;593.05;57.34;2;\Videos\Recebidos\2020\Lote2\1204\05_10_2020\576_135PI535707
135PI593048;3084;135;PI;593.05;618.79;25.74;2;\Videos\Recebidos\2020\Lote2\1204\05_10_2020\577_135PI593048
135PI618786;4520;135;PI;618.79;641.73;22.94;2;\Videos\Recebidos\2020\Lote2\1204\05_10_2020\578_135PI618786
222CE000000;4753;222;CE;0.00;2.45;2.45;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\378_222CE000000
222CE000000;4675;222;CE;0.00;3.86;3.86;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\376_222CE000000
222CE000000;4751;222;CE;0.00;4.17;4.17;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\373_222CE000000
222CE000000;3530;222;CE;0.00;5.40;5.40;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\875_222CE000000
222CE000000;4752;222;CE;0.00;9.71;9.71;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\375_222CE000000
222CE003859;4676;222;CE;3.86;0.09;3.77;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\377_222CE003859
222CE004174;4674;222;CE;4.17;0.15;4.02;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\374_222CE004174
222CE005400;3541;222;CE;5.40;0.03;5.37;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\886_222CE005400
222CE005400;4702;222;CE;5.40;11.24;5.84;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\380_222CE005400
222CE011400;3531;222;CE;11.40;20.89;9.49;2;\Videos\Recebidos\2020\Lote2\1205\13_11_2020\876_222CE011400
222CE020893;2330;222;CE;20.89;30.26;9.37;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\382_222CE020893
222CE030263;2331;222;CE;30.26;35.65;5.39;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\383_222CE030263
222CE035648;2332;222;CE;35.65;41.25;5.60;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\384_222CE035648
222CE041253;2333;222;CE;41.25;47.99;6.74;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\385_222CE041253
222CE047992;2334;222;CE;47.99;63.80;15.81;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\386_222CE047992
222CE063796;2335;222;CE;63.80;77.53;13.73;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\387_222CE063796
222CE077530;2336;222;CE;77.53;81.92;4.39;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\388_222CE077530
222CE081920;2337;222;CE;81.92;90.83;8.91;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\389_222CE081920
222CE090829;4688;222;CE;90.83;122.24;31.41;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\390_222CE090829
222CE122241;2339;222;CE;122.24;179.45;57.21;2;\Videos\Recebidos\2020\Lote2\1203\13_09_2020\391_222CE122241
222CE179448;4689;222;CE;179.45;210.61;31.16;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\392_222CE179448
222CE210611;2341;222;CE;210.61;220.79;10.18;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\393_222CE210611
222CE220787;2342;222;CE;220.79;222.40;1.61;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\394_222CE220787
222CE222396;2343;222;CE;222.40;228.26;5.86;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\395_222CE222396
222CE228264;2344;222;CE;228.26;240.30;12.04;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\396_222CE228264
222CE240300;2345;222;CE;240.30;249.29;8.99;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\397_222CE240300
222CE249289;4670;222;CE;249.29;311.15;61.86;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\398_222CE249289
222CE311154;2347;222;CE;311.15;313.95;2.80;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\399_222CE311154
222CE313949;2348;222;CE;313.95;348.20;34.25;2;\Videos\Recebidos\2020\Lote2\1203\14_09_2020\400_222CE313949
222MA000000;3266;222;MA;0.00;1.45;1.45;2;\Videos\Recebidos\2020\Lote2\1204\28_10_2020\759_222MA000000
222MA251100;3277;222;MA;251.10;280.89;29.79;2;\Videos\Recebidos\2020\Lote2\1204\30_10_2020\770_222MA251100
222MA280888;4738;222;MA;280.89;291.14;10.25;2;\Videos\Recebidos\2020\Lote2\1204\30_10_2020\771_222MA280888
222MA291144;5012;222;MA;291.14;291.64;0.50;2;\Videos\Recebidos\2020\Lote2\1204\30_10_2020\772_222MA291144
222MA291637;5000;222;MA;291.64;291.15;0.49;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\774_222MA291637
222MA291639;3280;222;MA;291.64;292.73;1.09;2;\Videos\Recebidos\2020\Lote2\1204\30_10_2020\773_222MA291639
222MA292727;3986;222;MA;292.73;291.64;1.09;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\775_222MA292727
222MA292727;3283;222;MA;292.73;309.48;16.75;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\776_222MA292727
222MA309481;3284;222;MA;309.48;310.26;0.78;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\777_222MA309481
222MA310260;4697;222;MA;310.26;309.48;0.78;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\782_222MA310260
222MA310260;3285;222;MA;310.26;337.12;26.86;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\778_222MA310260
222MA337123;3286;222;MA;337.12;352.67;15.55;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\779_222MA337123
222MA352668;3287;222;MA;352.67;359.25;6.58;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\780_222MA352668
222MA359253;3288;222;MA;359.25;362.76;3.51;2;\Videos\Recebidos\2020\Lote2\1204\31_10_2020\781_222MA359253
222MA362757;4749;222;MA;362.76;407.00;44.24;2;\Videos\Recebidos\2020\Lote2\1204\28_10_2020\760_222MA362757
222MA407003;3268;222;MA;407.00;408.10;1.10;2;\Videos\Recebidos\2020\Lote2\1204\28_10_2020\761_222MA407003
222MA407464;4672;222;MA;407.46;406.41;1.06;2;\Videos\Recebidos\2020\Lote2\1204\29_10_2020\769_222MA407464
222MA408099;4671;222;MA;408.10;407.46;0.64;2;\Videos\Recebidos\2020\Lote2\1204\29_10_2020\768_222MA408099
222MA408099;3269;222;MA;408.10;408.62;0.53;2;\Videos\Recebidos\2020\Lote2\1204\28_10_2020\762_222MA408099
222MA408624;3270;222;MA;408.62;500.72;92.10;2;\Videos\Recebidos\2020\Lote2\1204\29_10_2020\763_222MA408624
222MA500720;3271;222;MA;500.72;526.02;25.30;2;\Videos\Recebidos\2020\Lote2\1204\29_10_2020\764_222MA500720
222MA526021;3272;222;MA;526.02;581.55;55.53;2;\Videos\Recebidos\2020\Lote2\1204\29_10_2020\765_222MA526021
222MA581553;3273;222;MA;581.55;599.14;17.59;2;\Videos\Recebidos\2020\Lote2\1204\29_10_2020\766_222MA581553
222MA599143;3274;222;MA;599.14;678.35;79.21;2;\Videos\Recebidos\2020\Lote2\1204\29_10_2020\767_222MA599143
222PI000480;4037;222;PI;0.48;26.56;26.08;2;\Videos\Recebidos\2020\Lote2\1203\28_09_2020\447_222PI000480
222PI026563;4038;222;PI;26.56;63.84;37.28;2;\Videos\Recebidos\2020\Lote2\1203\28_09_2020\448_222PI026563
222PI063835;4678;222;PI;63.84;74.36;10.52;2;\Videos\Recebidos\2020\Lote2\1203\28_09_2020\449_222PI063835
222PI074358;4040;222;PI;74.36;76.83;2.47;2;\Videos\Recebidos\2020\Lote2\1203\28_09_2020\450_222PI074358
222PI076834;4041;222;PI;76.83;78.11;1.28;2;\Videos\Recebidos\2020\Lote2\1203\28_09_2020\451_222PI076834
222PI124600;4612;222;PI;124.60;151.05;26.45;2;\Videos\Recebidos\2020\Lote2\1203\29_09_2020\452_222PI124600
222PI151047;4043;222;PI;151.05;183.60;32.55;2;\Videos\Recebidos\2020\Lote2\1203\29_09_2020\453_222PI151047
226CE029100;2318;226;CE;29.10;56.29;27.19;2;\Videos\Recebidos\2020\Lote2\1203\11_09_2020\370_226CE029100
226CE066300;2319;226;CE;66.30;71.70;5.40;2;\Videos\Recebidos\2020\Lote2\1203\11_09_2020\371_226CE066300
226CE116100;3550;226;CE;116.10;168.11;52.01;2;\Videos\Recebidos\2020\Lote2\1205\15_11_2020\895_226CE116100
226CE168114;3551;226;CE;168.11;186.67;18.56;2;\Videos\Recebidos\2020\Lote2\1205\15_11_2020\896_226CE168114
226CE186672;3552;226;CE;186.67;200.36;13.69;2;\Videos\Recebidos\2020\Lote2\1205\15_11_2020\897_226CE186672
226CE200361;4713;226;CE;200.36;218.72;18.35;2;\Videos\Recebidos\2020\Lote2\1205\15_11_2020\898_226CE200361
226CE218715;4714;226;CE;218.72;254.01;35.29;2;\Videos\Recebidos\2020\Lote2\1205\15_11_2020\899_226CE218715
226CE254005;3555;226;CE;254.01;290.05;36.04;2;\Videos\Recebidos\2020\Lote2\1205\15_11_2020\900_226CE254005
226CE290049;3556;226;CE;290.05;337.14;47.09;2;\Videos\Recebidos\2020\Lote2\1205\15_11_2020\901_226CE290049
226MA000000;3161;226;MA;0.00;0.55;0.55;2;\Videos\Recebidos\2020\Lote2\1204\12_10_2020\654_226MA000000
226MA598495;3502;226;MA;598.50;599.57;1.07;2;\Videos\Recebidos\2020\Lote2\1205\08_11_2020\847_226MA598495
226PI199700;4027;226;PI;199.70;227.89;28.19;2;\Videos\Recebidos\2020\Lote2\1203\27_09_2020\427_226PI199700
226PI227888;4029;226;PI;227.89;254.84;26.95;2;\Videos\Recebidos\2020\Lote2\1203\28_09_2020\439_226PI227888
